Incident_ID,Source,Call_ID,Transcript,Extracted_Event,Location,Timestamp,Sentiment,Urgency_Score,Severity
INC_036,audio,C036,"– In Sept. 2007 a 9 year-old in Rineyville (Ken.) dialed 911 to report his mother and former mother-in-law had been shot to death by an intruder. The dispatcher is at first skeptical, but then kicks into gear.",Murder / homicide,"Kentucky, Rineyville",9/07,Calm,0.42,High
INC_037,audio,C037,"– In 2005 a Cincinnati (Ohio) mother dialed 911 to report her child had been abducted by the child’s father. The father allegedly had mental problems, and later killed the child. The dispatcher told the mother to return home and not to follow the father. The mother is now suing CPD.",Murder / homicide,"Cincinnati, Ohio",,Distressed,0.7,Medium
INC_038,audio,C038,"– In October 2007 Mary Creech dialed 911 in Spring Lake (NC) to report that her 11 month-old granddaughter was missing from her crib. Harnett County deputies arrived and searched the house and area, but had no leads. Several days later they discovered the baby’s body in the attic, and arrested the mother, who claimed the child died naturally.",Kidnapping / missing,"North Carolina, Spring Lake, Harnett County",10/07,Distressed,0.7,Medium
INC_039,audio,C039,"– In November 2007 Pasadena (Tex.) resident Joe Horn saw two men enter his next-door neighbor’s house. He dialed 911 and, despite the dispatcher’s advice, armed himself with a shotgun, confronted the two men as they left the houses, and shot and killed both of them. A grand jury later declined to indict Horn on any charges.",Shooting,"Texas, Tex., Horn",11/07,Distressed,0.93,High
INC_040,audio,C040,"– On November 24, 2007 a woman in Morristown (Tenn.) dialed 911 to report that a 16 year-old boy, Jordan Kaleb Shelton, wasn’t breathing. A Hamblen County dispatcher gave the caller CPR instructions as EMS units were enroute. The boy’s foster father, Kenneth Taylor, was later arrested and charged with choking the youth.",Medical emergency,"Tennessee, Morristown, Tenn., Hamblen County",11/07,Distressed,0.7,Medium
INC_041,audio,C041,– In Dec. 2007 Robert Hawkins entered the Westroads Mall in Omaha (Neb.) and killed either persons before killing himself. There were many 911 callers reporting the shooting. Listen to the various calls:,Shooting,"Nebraska, the Westroads Mall, Omaha, Neb.",12/07,Distressed,0.69,High
INC_042,audio,C042,"– In November 2007 Debbie Gabelman called 911 from her Spring Hill (Fla.) home to report that her son Kyle Gabelman, 25, had a gun and was outside the house threatening the family. The son tried to get inside the house, at one point breaking in a back window. When Kyle went to the front door with the gun, two Hernando County sheriff’s deputies shot and killed him. Read more",Shooting,"Florida, Fla., Hernando County",11/07,Distressed,0.74,High
INC_043,audio,C043,"- In Nov. 2007 Eighteen-year-old Michael Fisher was trying to help a friend get away from her abusive ex-boyfriend. The gunman chased Fisher down in a car before shooting him and another boy, beating the girl, and then shooting himself.",Shooting,Colorado,11/07,Distressed,0.93,High
INC_044,audio,C044,"– In Dec. 2007 a parking garage collapsed in Jacksonville (Fla.), generating several 911 calls",Unknown incident,"Florida, Jacksonville, Fla.",12/07,Distressed,0.7,High
INC_045,audio,C045,"– mother of singer Kanye West suffers a post-surgery problem, and friends dial 911 for help",Unknown incident,California,11/07,Calm,0.49,Medium
INC_046,audio,C046,– In Jan. 2008 an Irving (Tex.) hotel employee called to report finding two dead persons in a taxi.,Murder / homicide,Texas,1/08,Distressed,0.82,High
INC_047,audio,C047,-,Unknown incident,Wisconsin,1/08,Calm,0.01,Low
INC_048,audio,C048,"– calls made after two small Cessna airplanes collide in mid-air over Corona, S. Calif.",Road accident,"California, Corona, S. Calif.",1/08,Distressed,0.7,Medium
INC_049,audio,C049,– man dials 911 after becoming trapped under a car at an auto parts junkyard,Building fire / trapped persons,Pennsylvania,1/08,Distressed,0.62,High
INC_050,audio,C050,– mother reports her infant child was just grabbed and taken away; police later determined the kidnappers took the child as leverage for an unpaid loan. There was criticism of the dispatcher’s handling of the call.,Kidnapping / missing,Texas,1/08,Distressed,0.5,Medium
INC_051,audio,C051,"Police officers and paramedics rushed to the woman's apartment complex at 30 W. Carter Drive, near Mill Avenue and U.S. 60, only to find Hernandez and her son, 14-year-old Jeremy Barragan, uninjured and not in danger. The next day the woman shot the boy.",Murder / homicide,"California, Mill Avenue, U.S.",2/08,Calm,0.46,Medium
INC_052,audio,C052,A 26-year-old man who allegedly shot and killed an 18-year-old Jupiter Farms woman early Friday told a 911 dispatcher it was an accident,Shooting,Florida,2/08,Distressed,0.82,Medium
INC_053,audio,C053,"– An El Mirage resident dials 911 to report finding a rocket launcher, but the dispatcher tells him to call his local police department on non-emergency line",Unknown incident,Arizona,2/08,Distressed,0.52,Medium
INC_054,audio,C054,"As Pedro Lopez folded clothes inside his family’s home, his daughter played outside with another girl, according to police. Suddenly, neighbors said, a man who had been parked across the street in a red car grabbed the 4-year-old, forced her into his car and drove off.
At least two frantic neighbors called 911. Lopez and a neighbor drove through the streets, scouring the area in search of his daughter.",Kidnapping / missing,California,2/08,Distressed,0.5,Medium
INC_055,audio,C055,"– In April 2010 a man came to a former girlfriend’s house in Warren County (NY), tried to enter and then began shooting at the house. An occupant dialed 911 for help, and then suspect Patrick Penders fled in his car. He was soon spotted by sheriff’s deputies and state police, chased until he crashed, and then fatally shot when he confronted officers. Listen to the",Shooting,"New York, Warren County",4/10,Distressed,0.92,High
INC_056,audio,C056,"– In Sept. 2010 a car went off the road in rural Charleston County (SC) at 5:30 a.m., and two occupants were swept away and drowned. One occupant escaped and ran to a nearby house, where the occupant dialed 911 for help. Also listen to two other 911 calls:",Road accident,"South Carolina, Charleston County",9/10,Distressed,0.82,High
INC_057,audio,C057,"– In July 2007 two suspects invaded the Cheshire (Conn.) home of a family and held them hostage. They forced the wife to withdraw $15,000 from her bank, but when she returned they killed her and two children, while her husband escaped. While in the bank, Jennifer Hawke-Petit alerted the teller, telling her to call 911. The bank manager did call 911 to explain what happened. Also listen to a neighbor’s",Murder / homicide,"Connecticut, Conn.",7/07,Distressed,0.77,High
INC_058,audio,C058,"– In Sept. 2010 a Mesa (Ariz.) woman was splashed with a caustic chemical by a stranger, and the victim’s young daughter dialed 911 for help. Derri Velarde had just arrived home from work and was confronted by another female, who threw the liquid at her.",Assault / violence,"Arizona, Ariz.",9/10,Distressed,0.62,Medium
INC_059,audio,C059,"– In Sept. 2010 a man meeting with a doctor about his ill wife pulled a handgun, shot the doctor and his wife, and then barricaded himself before shooting himself. The doctor survived, but Paul Pardus’ mother did not.",Shooting,Maryland,9/10,Distressed,0.93,High
INC_060,audio,C060,"– In Sept. 2010 a man walking his dog at his vacation home in Lake Wenatchee (Wash.) was attacked by a bear. His wife saw the attack and dialed 911. An EMS unit arrived about 15 minutes later to treat the man, who suffered serious, but non-life threatening injuries.",Assault / violence,"Washington, Lake Wenatchee, Wash.",9/10,Distressed,0.49,Medium
INC_061,audio,C061,"– In Oct. 2010 a Gainesville (Fla.) man drove around his neighborhood and shot five people, then killed his father and himself. Police don’t know why Clifford Miller Jr. wounded the five people who survived. The several-block area of the shooting complicated the dispatching process and response.",Shooting,"Florida, Gainesville, Fla.",10/10,Distressed,0.82,High
INC_062,audio,C062,– In Oct. 2010 a Cleveland (Ohio) woman and two children were trapped in their home by a fire. During a 15-minute 911 call the woman pleaded for help. The incident raised questions of sufficient comm center staffing.,Building fire / trapped persons,"Cleveland, Ohio",10/10,Distressed,0.98,High
INC_063,audio,C063,– In Oct. 2010 a University of Texas (Austin) student arrived on campus with an AK-47 semi-auto rifle and dressed in a mask. He fired several shots but didn’t point the weapon at anyone. When police arrived he fled to the library and killed himself. Also listen to this collection of,Shooting,"Texas, Austin",10/10,Distressed,1.0,High
INC_064,audio,C064,"– In Oct. 2010 a single-engine plane crashed on take-off from the Naperville (Ill.) airport, and various witnesses called 911 to report it.",Road accident,"Illinois, Naperville, Ill.",10/10,Distressed,0.5,Medium
INC_065,audio,C065,"– In Oct. 2010 the father of a 10 year-old girl dialed 911 in Hickory (NC) to report his daughter had been kidnapped, and that he found a ransom note. Adam Baker said an arson fire set by the kidnappers likely distracted him. However, within days police were skeptical of Baker and his wife’s story.",Kidnapping / missing,"North Carolina, Hickory, NC",10/10,Distressed,0.82,High
INC_066,audio,C066,"– In Aug. 2010 a Shreveport man shot and killed his stepson as the victim’s mother was on the line with a 911 dispatcher. Harold Free said he stepson was attacking him and that he shot in self-defense, but he was charged with the second-degree murder of Terry Johniken.",Murder / homicide,"Louisiana, Shreveport",8/10,Distressed,0.93,High
INC_067,audio,C067,"– In Oct. 2010 a Layton (Utah) man dialed 911 after finding his wife behaving erractically, and his two children cold. Kenneth Warhola believed his wife suffered psychiatric problems and killed their 7 and 8 year-old daughters. Police arrived and arrestd Sun Cha Warhola for murder, alleging she strangled the children.",Murder / homicide,"Layton, Utah",10/10,Distressed,0.94,High
INC_068,audio,C068,"– In Oct. 2010 a Boone (Iowa) grocery store meat-cutter began acting erratically, and co-workers dialed 911 when he began waving a knife. An arriving officer unsuccessfully used a Taser, and then fatally shot the man when he refused to put down the knife. A dispatcher told one caller to find the man within the store.",Shooting,Iowa,10/10,Distressed,0.62,High
INC_069,audio,C069,"– In Sept. 2010 a Mashpee (Mass.) woman choked on a marshmellow, and her fiancée Brent McFarland dialed 911 for help. A Barnstable County dispatcher trained in EMD by APCO mentioned the Heimlich maneuver, but didn’t explain how to perform it. There were several 2-minute periods of silence and unresponsiveness from the dispatcher. The woman died at the hospital after a lengthy response complicated by address confusion.",Medical emergency,"Massachusetts, Mashpee, Mass., Barnstable County",9/10,Distressed,0.82,High
INC_070,audio,C070,– In Nov. 2010 a Puyallup (Wash.) woman dialed 911 from a closet after hearing someone break into her home mid-morning. Puyallup PD dispatcher Dorene Strange answered the call and expertly asked questions and reassured the caller.,Unknown incident,"Washington, Puyallup, Wash.",11/10,Calm,0.1,Low
INC_071,audio,C071,"– In Nov. 2010 two men entered a Fayetteville (NC) pawn shop to rob it, and fatally shot a 19 year-old clerk. Other employees dialed 911, along with a woman who witnessed the suspects leave the shop.",Robbery / theft,"North Carolina, NC",11/10,Distressed,0.82,High
INC_072,audio,C072,"– In Nov. 2010 a Flat Rock (NC) family was overcome by carbon monoxide from a base generator, and a young girl dialed 911 at 5 a.m. to say her father was semi-conscious. Henderson County 911 dispatcher Ondrea Baker took the call, which eventually disconnected. Baker called back and talked to the girl, who said everything was OK. After ending the call, Baker decided to dispatch a deputy to investigate, and the deputy found the family semi-conscious. They all recovered.",Road accident,"North Carolina, Flat Rock, Henderson County",11/10,Distressed,0.46,Medium
INC_073,audio,C073,"– In Nov. 2010 a 4 year-old boy dialed 911 from his Deltona (Fla.) home to say he was trying to find his mother, who had left him by himself. A Volusia County dispatcher questioned the boy and deputies responded to arrest the mother, who showed up later.",Unknown incident,"Florida, Deltona, Fla., Volusia County",11/10,Distressed,0.4,Low
INC_074,audio,C074,"– In Nov. 2010 a 19 year-old man failed to pull over for Orange County sheriff’s deputies, and he dialed 911 to curse and yell at the dispatcher. Eventually deputies set out stop-sticks and the chase ended.",Unknown incident,"California, Orange County",11/10,Distressed,0.5,Medium
INC_075,audio,C075,"Murder-suicide – In Nov. 2010 a Stone Island (Fla.) man shot his estranged wife and her 71 year-old father, then killed himself. Before the suicide Kelly Roehrick called a friend to come get his 11 year-old daughter, who had run from the house to a neighbor. Two 911 calls were made, one by a",Murder / homicide,"Florida, Stone Island, Fla.",11/10,Distressed,0.94,High
INC_076,audio,C076,"– In Dec. 2010 an Indianapolis (Ind.) woman skidded her car on ice, and it went into a retention pond off the highway. Elizabeth Perez, 23, dialed 911 for help , and two arriving officers jumped into the cold water to rescue her.",Road accident,"Indiana, Indianapolis, Ind.",12/10,Distressed,0.62,Medium
INC_077,audio,C077,"– In Dec. 2010 a man just-released from federal prison walked into a Volusia County (Fla.) bank, said he had a bomb and Taser, and robbed it. An alert teller dialed 911 and police met the suspect as he exited the bank.",Robbery / theft,"Florida, Volusia County, Fla.",12/10,Distressed,0.49,High
INC_078,audio,C078,"– In Dec. 2010 a Sheboygan (Wisc.) woman bit off a part of her husband’s tongue, and he dialed 911 and tried to communicate with the dispatcher.",Domestic disturbance,Wisconsin,12/10,Distressed,0.4,Low
INC_079,audio,C079,"– In Dec. 2010 a man entered a Panama City (Fla.) school board meeting, brandished a gun and shot at a board member. A school district security officer then shot and wounded the man, who then shot himself. A woman fled the room when the man entered, and dialed 911 as she watched the room via video, not realizing it was a delayed feed on the Internet.",Shooting,"Florida, Panama City, Fla.",12/10,Distressed,0.94,High
INC_080,audio,C080,"– In Dec. 2010 a Yale couple were seriously stabbed in their home, and the husband later died. The wife dialed 911, and shortly after her 18 year-old daughter called 911 from the basement, saying she was too scared to go upstairs to investigate her parents’ screaming. Police later arrested Tia Skinner, her boyfriend and another male for the stabbings and murder.",Domestic disturbance,Connecticut,12/10,Distressed,0.82,High
INC_081,audio,C081,"– In Dec. 2010 a Yale couple were seriously stabbed in their home, and the husband later died. The wife dialed 911, and shortly after her 18 year-old daughter called 911 from the basement, saying she was too scared to go upstairs to investigate her parents’ screaming. Police later arrested Tia Skinner, her boyfriend and another male for the stabbings and murder.",Domestic disturbance,Connecticut,12/10,Distressed,0.82,High
INC_082,audio,C082,"– In Dec. 2010 a Green Lake County (Wisc.) couple slid off the highway enroute home, then decided to walk across a field to home. However, they became lost in a snowstorm and dialed 911 for help. The sheriff’s dispatcher told the couple to dig into the snow for shelter, and then gave the cellular phone’s latitude and longitude to deputies, who used a GPS device to locate Courtney Martinez and her fiancé Adam after two hours.",Road accident,"Wisconsin, Green Lake County",12/10,Distressed,0.62,Medium
INC_083,audio,C083,"– In Dec. 2010 Orange County Deputy Brandon Coates was shot and killed by the driver of a vehicle he pulled over, who apparently had loot from a burglary in his truck. The suspect later shot and killed himself. The tapes include several 911 calls from citizens, and the car stop radio transmission from Coates.",Shooting,"California, Orange County",12/10,Distressed,0.82,Medium
INC_084,audio,C084,"– In Dec. 2010 Orange County Deputy Brandon Coates was shot and killed by the driver of a vehicle he pulled over, who apparently had loot from a burglary in his truck. The suspect later shot and killed himself. The tapes include several 911 calls from citizens, and the car stop radio transmission from Coates.",Shooting,"California, Orange County",12/10,Distressed,0.82,Medium
INC_085,audio,C085,"– In Dec. 2010 Orange County Deputy Brandon Coates was shot and killed by the driver of a vehicle he pulled over, who apparently had loot from a burglary in his truck. The suspect later shot and killed himself. The tapes include several 911 calls from citizens, and the car stop radio transmission from Coates.",Shooting,"California, Orange County",12/10,Distressed,0.82,Medium
INC_086,audio,C086,"– In Dec. 2010 Orange County Deputy Brandon Coates was shot and killed by the driver of a vehicle he pulled over, who apparently had loot from a burglary in his truck. The suspect later shot and killed himself. The tapes include several 911 calls from citizens, and the car stop radio transmission from Coates.",Shooting,"California, Orange County",12/10,Distressed,0.82,Medium
INC_087,audio,C087,– In Dec. 2010 a driver on Molokai (Hawaii) dialed 911 to say his Nissan was speeding at 100+ mph and he could not turn it off or put it in neutral. Officers positioned their patrol cars in front of Gaig Yap’s car and slowed it down before any collision.,Road accident,"Molokai, Hawaii",7/670,Distressed,0.32,Low
INC_088,audio,C088,"– In Jan. 2011 a man walked into the Monroe Falls (Ohio) police department lobby, dialed 911 from a cellular and confessed to strangling his sister. Lawrence Hanly was arrested by officers without incident.",Murder / homicide,Ohio,1/11,Distressed,0.6,Medium
INC_089,audio,C089,"– On New Year’s Eve Jan. 2011 a man in rural Greeleyville (SC) dialed 911 to report that someone had stolen his truck. He called back about 18 minutes later to say that he had shot the man. Paul Baker said he used an “AK” in the shooting, and Williamsburg County sheriff’s deputies found Daniel McCarty dead in the front yard.",Shooting,"South Carolina, Greeleyville, Williamsburg County",1/11,Distressed,0.94,High
INC_090,audio,C090,"– On Jan. 8, 2011 a man shot and killed six persons at a Tucson (Ariz.) shopping center, and wounded 12, including a U.S. Congresswoman. The suspect was quickly captured by bystanders, and many dialed 911 for help. Also listen to the",Murder / homicide,"Arizona, Tucson, Ariz., U.S.",1/11,Distressed,1.0,High
INC_091,audio,C091,"– In Jan. 2011 a 4 a.m. house fire claimed the life of a 9 year-old girl in Hyattsville (Md.) despite the best information possible relayed by neighbor to a Prince George’s County (Md.) Public Safety Communications dispatcher. During the 8-minute call the female caller obtained information from the occupants who were able to escape, and alerted the dispatcher to downed power lines.",Building fire / trapped persons,"Maryland, Hyattsville, Md., Prince George’s County",1/11,Distressed,0.82,High
INC_092,audio,C092,"– In Jan. 2011 the brother of a 2001 missing woman shot and killed the man who he suspected had abducted and killed his sister. The incident occurred inside a coffee shop and an employee dialed 911 to first report a fight, and then that someone had been shot. Wayne Sanchez fled the scene after shooting Maurice Nesmeh, and fatally shot himself in the parking lot.",Murder / homicide,California,1/11,Distressed,0.82,High
INC_093,audio,C093,"– In Jan. 2011 a 3 year-old dialed 911 from his Keizer (Ore.) home when his father severely cut his wrist while wood carving. AJ Hayes spoke to a dispatcher and then hung up, sparking several call-backs. Medics arrived to take father Aaron to the hospital for treatment.",Road accident,"Oregon, Ore.",1/11,Distressed,0.49,Medium
INC_094,audio,C094,– In Feb. 2011 a trio of dogs escaped from a yard in Arizona City (Ariz.) and attacked a 5 year-old boy. A neighbor dialed 911 to report the incident in-progress.,Assault / violence,"Arizona, Arizona City, Ariz.",2/11,Distressed,0.49,Medium
INC_095,audio,C095,– In Feb. 2011 an 11 year-old girl dialed 911 from her Orlando home to report a home invasion robbery. Her mother was notified at work and dialed 911 while driving home.,Robbery / theft,"Florida, Orlando",2/11,Distressed,0.37,Medium
INC_096,audio,C096,– In Feb. 2011 a man dialed 911 and confessed to a Catawba County (NC) dispatcher that he had murdered a man in the town of Hickory. The dispatcher stayed on the phone with Michael Anderson and arranged his safe surrender to deputies.,Murder / homicide,"North Carolina, Catawba County, NC, Hickory",2/11,Distressed,0.71,High
INC_097,audio,C097,"– In Feb. 2011 a private plane crashed near Lafayette (Ind.), and one passenger was able to get out and dial 911 for help. Tom Williams did not know his exact location from his vantage point in a cornfield. The dispatcher told him to leave his friends and walk to a point where he could determine his location. Williams finally find a man working in a barn.",Road accident,"Indiana, Lafayette, Ind.",2/11,Distressed,0.62,Medium
INC_098,audio,C098,– In Feb. 2011 a 12 year-old was home during a school holiday in Hialeah (Fla.) when two men tried to burglarize the house. She dialed 911 and was on the phone when one man entered.,Unknown incident,"Florida, Hialeah, Fla.",2/11,Distressed,0.49,Medium
INC_099,audio,C099,"– In March 2011 a fire occurred at a rural Iowa farmhouse where a woman and her two children were living. One child escaped and dialed 911, and shortly after the mother’s boyfriend also called 911. At about the same time the mother, Taren Burris, 26, called 911 from inside the house. The call lasted 20 minutes, but Burris went silent after just 7 minutes, and firefighters arrived two minutes later. Burris and a 2 year-old did not survive.",Building fire / trapped persons,"Iowa, Burris",3/11,Distressed,0.94,High
INC_100,audio,C100,"– In March 2011 a 13 year-old girl became upset when a teacher at an Atherton (N. Calif.) school got the students’ attention by picking up and dropping a table. She took a friend’s cellular phone, went to the bathroom and dialed 911, reaching an Atherton PD dispatcher.",Unknown incident,"California, Atherton, Calif.",2/11,Distressed,0.4,Low
INC_101,audio,C101,"– In Jan. 2011 a 21 year-old Florida State student was accidentally shot with a rifle being shown to her by a friend, who was arrested on manslaughter charges. Ashley Cowie died at the scene, an apartment complex, and another student was wounded in the arm.",Shooting,Florida,1/11,Distressed,0.82,Medium
